"SEN","08/12/2018","9","978.0811","329.1694","24.7569","2468.5923","17964.7327","268.8717","612.6123","1409.4028","1534.4469","4305.0661","1814.4084"
"SEN","08/12/2018","10","956.4315","746.4923","22.2114","2470.2783","18214.654","273.2996","610.7419","2045.8034","1534.4811","4327.6774","1817.8814"
"SEN","08/12/2018","11","919.4652","1120.7372","25.3114","2486.7442","18256.6478","313.5373","609.1945","2260.0738","1533.5304","4349.4394","1762.2288"
"SEN","08/12/2018","12","1002.0854","1142.855","23.3169","2491.6162","17868.2551","318.3702","607.578","2812.9568","1532.9672","4434.0447","1736.7697"
"SEN","08/12/2018","13","1017.8189","1156.6765","24.1437","2483.6708","17682.4888","317.8637","606.7261","3100.0193","1532.9645","4534.88","1748.7195"
"SEN","08/12/2018","14","1043.841","1284.5608","23.4111","2494.1143","17298.6296","325.1611","607.1401","3028.0319","1531.8291","4528.5897","1708.1985"
"SEN","08/12/2018","15","1070.65","1265.8554","23.7479","2466.685","17374.9831","325.0601","606.7362","2611.5246","1531.6522","4517.8829","1685.5984"
"SEN","08/12/2018","16","1174.8696","1219.3252","20.1052","2465.3292","17388.9482","313.8364","606.9852","2177.5251","1531.6078","4531.1713","1691.1936"
"SEN","08/12/2018","17","1050.7145","1073.7389","23.9504","2439.3761","17473.7145","313.9109","608.1765","2216.589","1531.5749","4515.984","1707.4054"
"SEN","08/12/2018","18","905.6713","267.5202","25.4612","2403.1905","17703.0014","288.9466","609.1911","3461.2854","1532.1372","4562.9923","1742.1292"
"SEN","08/12/2018","19","761.7547","1.1845","24.6287","2355.7769","18324.38","293.0504","610.2157","5889.4091","1533.076","4536.4481","1750.2509"
"SEN","08/12/2018","20","692.7956","0","25.651","2361.9128","18407.9694","293.6235","610.0256","5476.7404","1533.3419","4538.27","1760.6372"
"SEN","08/12/2018","21","712.664","0","24.1302","2408.4267","18420.2089","298.1852","611.0684","4510.2838","1533.5939","4531.9297","1767.159"
"SEN","08/12/2018","22","680.5328","0","23.901","2432.3135","18442.184","284.9707","612.0971","4198.1978","1533.9186","4537.0804","1769.4794"
"SEN","08/12/2018","23","856.0544","0","21.3162","2467.6295","18111.0101","281.4821","612.532","3370.1463","1534.2073","4382.9106","1755.8744"
"SEN","08/12/2018","24","1531.2506","0","11.5231","2486.3918","17832.5526","262.7795","612.4337","1572.9196","1533.1911","3902.2306","1741.9511"
"SEN","09/12/2018","1","2185.7769","0","11.5074","2316.3797","17311.9127","241.1384","613.5486","1081.9814","1534.0765","3032.4812","1673.0192"
"SEN","09/12/2018","2","2434.6112","0","14.0978","1743.094","16708.4099","234.1015","613.3572","830.7039","1532.9622","3001.1689","1425.3828"
"SEN","09/12/2018","3","2569.6388","0","12.2182","1600.7123","15954.1998","227.6461","612.2581","775.0149","1533.6999","2984.2227","1313.9608"
"SEN","09/12/2018","4","2534.8383","0","20.09","1608.8042","15444.6924","237.7038","613.1888","774.7531","1533.5181","2987.6703","1289.0591"
"SEN","09/12/2018","5","2294.262","0","26.5865","1614.5173","15214.8532","234.9036","613.1098","895.4226","1533.48","2993.0694","1299.2227"
"SEN","09/12/2018","6","2154.5814","0","22.8635","1623.0685","15367.5106","235.0181","613.4732","1038.9736","1533.3226","2996.8638","1320.9824"
"SEN","09/12/2018","7","2160.4103","0.4766","22.5833","1610.5894","15528.2718","238.935","612.8664","1102.6508","1534.6151","3019.3387","1323.3674"
"SEN","09/12/2018","8","2239.4718","58.4538","23.6829","1590.3818","15558.8771","240.7508","611.7786","827.4664","1534.6313","3001.5289","1435.1303"
"SEN","09/12/2018","9","2255.8969","645.5263","24.8824","1585.1961","15631.066","242.317","610.0332","1020.5272","1535.1937","3001.46","1431.5666"
"SEN","09/12/2018","10","2094.7146","1172.2898","24.057","1578.3116","15795.3879","252.1302","607.9363","1295.5225","1403.7643","3019.1699","1433.1779"
"SEN","09/12/2018","11","1885.549","1340.6678","26.8409","1611.6785","16355.9343","281.6671","607.2014","1491.4454","1247.9068","3026.3788","1420.7815"
"SEN","09/12/2018","12","2206.0017","1314.1192","24.9573","1660.4549","16562.4815","287.4499","605.8021","1382.3928","1234.9585","3016.5839","1369.785"
