"SEN","16/06/2019","13","825.2788","3230.5151","7.5808","1722.45","20214.913","372.0202","597.032","1780.7994","1482.7589","4005.8339","1924.8133"
"SEN","16/06/2019","14","835.0273","3272.7104","10.9455","1760.0775","20231.0409","377.4974","598.2122","1627.0608","1435.0715","4279.8605","1917.1626"
"SEN","16/06/2019","15","1013.8531","3082.6488","10.2677","1777.9726","20417.2827","381.7435","598.0119","1909.0375","1317.5521","4390.2272","1918.9464"
"SEN","16/06/2019","16","1096.6228","2915.2405","16.0289","1762.2748","20474.3834","377.9264","595.343","1943.2838","1321.993","4399.6626","1911.6134"
"SEN","16/06/2019","17","1275.3425","2593.8761","12.5976","1759.407","20693.8858","371.9328","598.4586","1961.1721","1324.5784","4471.6155","1831.4354"
"SEN","16/06/2019","18","1365.8492","2469.2569","10.999","1762.2478","20718.0319","367.8869","598.2986","1843.1046","1317.2011","4545.0969","1840.8234"
"SEN","16/06/2019","19","1377.4207","2030.0352","10.058","1746.2542","20897.8203","370.3992","600.8199","1566.8242","1304.313","4554.9646","1855.3974"
"SEN","16/06/2019","20","1451.1369","1260.1255","13.1691","1779.2544","21219.5471","368.8487","603.5074","2410.457","1308.2279","4672.8999","1863.5939"
"SEN","16/06/2019","21","1524.27","358.9515","21.2642","1766.8762","21671.8589","369.4356","601.3042","4964.2329","1315.846","4731.9207","1890.8685"
"SEN","16/06/2019","22","1816.649","8.7597","18.0887","1780.6585","22019.6448","373.4068","601.8678","5981.0253","1333.5063","4810.8667","1929.4684"
"SEN","16/06/2019","23","1783.5456","0","16.6155","1789.9516","22023.0243","375.2562","602.2034","6087.9106","1355.3592","4779.8898","1967.8584"
"SEN","16/06/2019","24","1803.1551","0","14.7029","1745.2612","21586.7845","375.1164","601.0829","5180.394","1361.4068","4674.3043","1964.3005"
"SEN","17/06/2019","1","1749.7428","0","16.9725","1765.1989","21445.7719","367.1344","603.0912","3393.5853","1369.4348","4638.1983","1982.3295"
"SEN","17/06/2019","2","1762.1296","0","9.5967","1767.1565","21448.1467","367.1855","604.1185","2455.622","1376.9437","4580.3346","1971.7991"
"SEN","17/06/2019","3","1708.4563","0","2.1633","1767.2932","21319.5681","366.1016","605.542","1634.4137","1386.2866","4564.8917","2017.8934"
"SEN","17/06/2019","4","1416.0046","0","17.7495","1762.1204","21093.6435","367.7213","607.3402","1344.8117","1397.1832","4419.2265","2007.3729"
"SEN","17/06/2019","5","1296.1651","0","20.7132","1766.4582","21102.6096","364.6087","607.4321","1610.6423","1405.7799","4034.8626","2006.4783"
"SEN","17/06/2019","6","1119.9843","0.1442","24.5824","1756.6705","21097.0624","365.38","606.8301","1954.2692","1413.8578","4118.2017","2007.1081"
"SEN","17/06/2019","7","1284.69","17.0976","20.1624","1740.5183","21024.2213","367.7316","606.9881","2707.0461","1421.2554","4241.7705","2032.5367"
